[NAME][100][1]	[COMMENT][211][1]	[TYPE][101][1]	[LENGTH][105][1]	[FORMAT][106][1]	[CONNECTION][102][1]	[GROUP][104][1]	[ADDRPARAMS][108][1]	[SCALEVALID][112][2]	[SCALEPARAM1][113][1]	[SCALEPARAM2][114][1]	[SCALEPARAM3][115][1]	[SCALEPARAM4][116][1]	[MINLIMIT][117][1]	[MAXLIMIT][118][1]	[STARTVALUE][119][1]	[SUBSTVALUE][120][1]	[SUBSTVALUE_ON_MINLIMIT][121][2]	[SUBSTVALUE_ON_MAXLIMIT][122][2]	[SUBSTVALUE_AS_STARTVALUE][123][2]	[SUBSTVALUE_ON_ERROR][124][2]	[UPDATEMODE][111][2]	[SYNCHRONIZATION][125][2]	[RUNTIMEPERSISTENCE][126][2]	[PLCVARIABLENAME][209][1]	[PLCBLOCKNAME][210][1]
Name	Comment	Data type	Length	Format adaptation	Connection	Group	Address	Linear scaling	AS value range from	AS value range to	OS value range from	OS value range to	Low limit	High limit	Start value	Substitute value	Substitute value at low limit	Substitute value at high limit	Substitute value as start value	Substitute value on connection errors	Computer-local	Synchronization	Runtime persistence	AS tag name	Name space
pbt-C_T-U-QUERTRANSPORTEN_EINFACH		Binary Tag	1		Common_PLC-1	C_T	DB450,DW150.1	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	DB451,DW54.1	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	DB451,DW74.1	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	DB451,DW94.1	0									0	0	0	0	0	0	0		
pbt-DBD-A-KALTSTRANGTRENNUNG_STORUNG_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	DB451,DW114.1	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	DB451,DW171.2	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	DB451,DW191.2	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	DB451,DW211.2	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_DOWN_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	DB451,DW231.2	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	DB451,DW173.3	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	DB451,DW193.3	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	DB451,DW213.3	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GEHOBEN_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	DB451,DW233.3	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_1		Binary Tag	1		Common_PLC-1	DBD	DB451,DW173.4	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_2		Binary Tag	1		Common_PLC-1	DBD	DB451,DW193.4	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_3		Binary Tag	1		Common_PLC-1	DBD	DB451,DW213.4	0									0	0	0	0	0	0	0		
pbt-DBD-U-TRENNROLLE_GESENKT_STRANG_4		Binary Tag	1		Common_PLC-1	DBD	DB451,DW233.4	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_1		Binary Tag	1		Common_PLC-1	DBR	DB450,DW175.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_2		Binary Tag	1		Common_PLC-1	DBR	DB450,DW195.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_3		Binary Tag	1		Common_PLC-1	DBR	DB450,DW215.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KALTSTRANGHEBER_IN_POSITION_OBEN_STRANG_4		Binary Tag	1		Common_PLC-1	DBR	DB450,DW235.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_1		Binary Tag	1		Common_PLC-1	DBR	DB451,DW173.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_2		Binary Tag	1		Common_PLC-1	DBR	DB451,DW193.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_3		Binary Tag	1		Common_PLC-1	DBR	DB451,DW213.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GEHOBEN_STRANG_4		Binary Tag	1		Common_PLC-1	DBR	DB451,DW233.6	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_1		Binary Tag	1		Common_PLC-1	DBR	DB451,DW173.7	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_2		Binary Tag	1		Common_PLC-1	DBR	DB451,DW193.7	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_3		Binary Tag	1		Common_PLC-1	DBR	DB451,DW213.7	0									0	0	0	0	0	0	0		
pbt-DBR-U-KS-HEBER_GESENKT_STRANG_4		Binary Tag	1		Common_PLC-1	DBR	DB451,DW233.7	0									0	0	0	0	0	0	0		
pbt-HYD-D-HAUPTHYDRAULIK_AUS		Binary Tag	1		Common_PLC-1	HYD	DB459,DW10.6	0									0	0	0	0	0	0	0		
pbt-HYD-D-HAUPTHYDRAULIK_EIN		Binary Tag	1		Common_PLC-1	HYD	DB459,DW10.5	0									0	0	0	0	0	0	0		
pbt-HYD-U-HAUPT_HYDRAULIK_BEREIT		Binary Tag	1		Common_PLC-1	HYD	DB450,DW132.5	0									0	0	0	0	0	0	0		
pbt-HYD-U-HAUPTHYDRAULIK_EIN		Binary Tag	1		Common_PLC-1	HYD	DB450,DW132.7	0									0	0	0	0	0	0	0		
pbt-HYD-U-PUMPEN_ANWAHL_FUR_AUTOMATIK_OK		Binary Tag	1		Common_PLC-1	HYD	DB450,DW131.7	0									0	0	0	0	0	0	0		
pbt-HYH-U-HUBBALKENHYDRAULIK_1_AKTIV		Binary Tag	1		Common_PLC-1	HYH	DB451,DW152.1	0									0	0	0	0	0	0	0		
